cep;cidade;numero;origem;estado;cnpj;nome;recompra;fantasia;razao_social;telefone;email;tag1;inscricao_estadual;codigo;logradouro;bairro;ibge;celular
28035-100;CAMPOS DOS GOYTACAZES;15;Base Bignotto;RJ;43.557.315/0001-47;A J P CHAGAS FLORICULTURA E SERVICOS FUN;20;FUNERARIA XV NOVEMBR;A J P CHAGAS FLORICULTURA E SERVICOS FUNERARIOS LTDA;022 99848-8278;damianacesario@hotmail.com;IUB;ISENTO;2365;AVENIDA AV;PARQUER CONSELHEIRO;3301009;
35620-000;ABAETE;383;Base Bignotto;MG;27.630.446/0028-76;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;controldoria@grupozelo.com.br;IUB;ISENTO;2368;RUA OSVALDO FERREIRA;DOS NERYS;3100203;
13530-000;ITIRAPINA;10;Base Bignotto;SP;51.018.156/0001-30;MARIA HELENA RIZZATTO AFONSO;20;GRUPO SANTA FE FUNER;MARIA HELENA RIZZATTO AFONSO;19 99688-0559;nathalia.ca@hotmail.com;IUB;384.031.590.110;2369;AV AV DOIS;CENTRO;3523602;
36307-312;SAO JOAO DEL REI;110;Base Bignotto;MG;27.630.446/0135-68;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;regulatorio@grupozelo.om;IUB;ISENTO;2373;RUA MARIA TEREZA;CENTRO;3162500;
36570-047;VICOSA;102;Base Bignotto;MG;27.630.446/0017-13;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;031 3314-8000;regulatorio@grupozelo.com;IUB;ISENTO;2374;AV BUENO BRANDAO;CENTRO;3171303;
13150-023;COSMOPOLIS;9;Base Bignotto;SP;41.861.127/0001-82;ORGANIZACAO SOCIAL DE LUTO E PLANO ASSIS;20;FUNERARIA IMPERIU'S;ORGANIZACAO SOCIAL DE LUTO E PLANO ASSISTENCIAL FUNERIA IMPERIUS SAPATA LTDA;019 99648-3489;imperiusfuneraria@gmail.com;IUB;ISENTO;2378;RUA AV;JARDIM BELA VISTA;3512803;
11665-600;CARAGUATATUBA;686;Base Bignotto;SP;23.567.153/0002-00;FUNERAL SANTA FE;20;FUNERAL SANTA FE;FUNERAL SANTA FE;11 94778-6980;funeralsantafecaragua@gmail.com;IUB;ISENTO;2379;AVENIDA AVENIDA RIO BRANCO;INDAIA;3510500;
59338-000;TENENTE LAURENTINO CRUZ;;Base Bignotto;RN;16.757.182/0001-80;RHAJ EMPREENDIMENTOS LTDA;20;FUNERARIA AME;RHAJ EMPREENDIMENTOS LTDA;84 34380099;tlc_contabilidade@hotmail.com;IUB;206976720;2381;SIT UMBUZEIRO;ZONA RURAL;2414159;
09682-100;SAO BERNARDO DO CAMPO;474;Base Bignotto;SP;29.649.408/0001-70;ATRIA SERVICOS FUNERARIOS LTDA;20;ATRIA SERVICOS FUNER;ATRIA SERVICOS FUNERARIOS LTDA;011 95172-9016;marcelo_front88@hotmail.com;IUB;ISENTO;2384;RUA R CAMARGO;PAULICEIA;3548708;
32220-090;CONTAGEM;349;Base Bignotto;MG;51.216.557/0001-03;51.216.557 JULIO CESAR GONCALVES;20;PAX LIFE;51.216.557 JULIO CESAR GONCALVES;31 99790.4031;juliocesargoncalves12@hotmail.com;IUB;0046513140030;2385;RUA MARECHAL COSTA E SILVA;JK;3118601;
36415-000;CONGONHAS;144;Base Bignotto;MG;27.630.446/0024-42;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS;031 9635-2876;darlan.silva@grupozelo.com.br;IUB;ISENTO;2388;RUA IDEAL;IDEAL;3118007;
13385-752;NOVA ODESSA;289;Base Bignotto;SP;55.662.941/0001-82;FUNERARIA COSTA E LIMA LTDA;20;FUNERARIA COSTA E LI;FUNERARIA COSTA E LIMA LTDA;011 99541-0670;funerariacostaelima@gmail.com;IUB;482.160.942.115;2391;RUA RUA LEONEL GUEDES;JARDIM CAMPOS VERDES;3533403;
13140-291;PAULINIA;233;Base Bignotto;SP;55.970.186/0001-01;FATIMA COSTA SOARES SERVICOS ASSISTENCIA;20;FUNERARIA FATIMA SOA;FATIMA COSTA SOARES SERVICOS ASSISTENCIAIS E FUNERARIOS LTDA;019 98148-2660;funerariafatimasoares@hotmail.com;IUB;513.245.039.111;2394;RUA RUA SANTA CRUZ;NOVA PAULINIA;3536505;
36424-000;QUELUZITO;18;Base Bignotto;MG;55.241.340/0001-04;FUNERARIA REPAUSARE;20;FUNERARIA REPAUSARE;FUNERARIA REPAUSARE LTDA;31 99410-2756;repausareconvenios@gmail.com;IUB;ISENTO;4037;RUA VEREADORA JUDITE PEREIRA DOS SANTOS;CENTRO;3153806;
72215-564;BRASILIA;17;Base Bignotto;DF;50.556.035/0001-80;WALCIRLEY CAMILO;20;PLANO DE ASSISTENCII;WALCIRLEY CAMILO;(61) 9535-2591;bosco141414@gmail.com;IUB;0821685500105;4039;QUADRA EQNM;CEILANDIA SUL (CEILA;5300108;
35790-000;CURVELO;135;Base Bignotto;MG;27.630.446/0034-14;COMPANHIA BRASILEIRA DE SERVICOS FUNER;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;;faleconosco@grupozelo.com;IUB;ISENTO;4041;RUA DOMINGOS VIANA;CENTRO;3120904;
35681-327;ITAUNA;3539;Base Bignotto;MG;20.893.863/0003-04;FUNERARIA NOSSA SENHORA APARECIDA DE ITA;20;;FUNERARIA NOSSA SENHORA APARECIDA DE ITA;(37) 3241-1256;sotec@soteccontabilidade.com.br;IUB;ISENTO;4042;AVENIDA SAO JOAO;SAO JUDAS TADEU;3133808;
39280-000;BURITIZEIRO;60;Base Bignotto;MG;27.630.446/0149-63;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;(31) 3314-8000;faleconosco@grupozelo.com;IUB;ISENTO;4043;RUA PREFEITO ANTONIO CANDIDO;CENTRO;3109402;
36420-000;OURO BRANCO;1404;Base Bignotto;MG;16.548.604/0012-60;FUNERARIA SAO JORGE LTDA;20;FUNERARIA SAO JORGE;FUNERARIA SAO JORGE LTDA;031 3769-1803;lucianotr7@oi.com.br;IUB;ISENTO;4050;R SANTO ANTONIO;CENTRO;3145901;
35555-000;CAMACHO;40;Base Bignotto;MG;30.666.487/0001-07;MARCO ANTONIO DE MORAIS 02876857642;20;MARCO ANTONIO DE MOR;MARCO ANTONIO DE MORAIS 02876857642;(37) 9176-0300;inovar.contabil@outlook.com.br;IUB;0033671990040;4056;AVENIDA PRIMEIRO DE MARCO;CENTRO;3110400;
39200-000;CORINTO;58;Base Bignotto;MG;27.630.446/0321-98;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;COMPANHIA BRASILEIRA;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;(31) 3314-8000;faleconosco@grupozelo.com;IUB;ISENTO;4060;R PEDRO JOSE AUGUSTO;CENTRO;3119104;
14300-039;BATATAIS;473;Base Bignotto;SP;12.388.205/0001-75;FUNERARIA PADUA LTDA;20;FUNERARIA PADUA;FUNERARIA PADUA LTDA;(16)3761-8582;funerariapaduaconvenios@gmail.com;IUB;208.038.782.118;4063;R CORONEL JOAQUIM ROSA;CENTRO;3505906;16 99180-8235
12607-020;LORENA;10;Base Bignotto;SP;58.087.953/0001-19;FUNERARIA SAGRADOS CORACOES;20;SAGRADOS CORACOES;FUNERARIA SAGRADOS CORACOES LTDA;(12) 3152-7543;agenciafunerariasc.lorena@gmail.com;IUB;420.231.660.114;4064;AV CAPITAO MESSIAS RIBEIRO;OLARIA;3527207;
24440-396;SAO GONCALO;2545;Base Bignotto;RJ;49.594.573/0001-80;FUNERARIA MEMORIAL PAX 1;20;MEMORIAL PAX;FUNERARIA MEMORIAL PAX 1 LTDA;21 6479-6133;fmemorialpax2023@gmail.com;IUB;13465606;4065;RUA DOUTOR FRANCISCO PORTELA;CENTRO;3304904;
08676-000;SUZANO;1166;Base Bignotto;SP;02.382.187/0001-60;EMPRESA FUNERARIA ANJOS DA PREVIDENCIA;20;ANJOS DA PREVIDENCIA;EMPRESA FUNERARIA ANJOS DA PREVIDENCIA L;(11)4741-1166;financeiro@anjosassistencia.com.br;IUB;ISENTO;4068;AVENIDA ANTONIO M. FIGUEIRA;CENTRO;3552502;11 95311-7991
24457-270;SAO GONCALO;114;Base Bignotto;RJ;28.451.038/0001-08;CARIOCA - COMERCIO DE PRODUTOS FUNERARIO;20;CARIOCA - COMERCIO D;CARIOCA - COMERCIO DE PRODUTOS FUNERARIOS LTDA;;;IUB;87415813;4073;RUA CABO FRIO;TRINDADE;3304904;21 99986-9899
21863-005;RIO DE JANEIRO;840;Base Bignotto;RJ;57.133.251/0001-61;57.133.251 VINICIUS MARTINS GOMES SANTOS;20;VINICIUS MARTINS;57.133.251 VINICIUS MARTINS GOMES SANTOS;(21) 9945-2985;assistenciafuneralvmgs@gmail.com;IUB;ISENTO;4075;RUA CATIRI;BANGU;3304557;
13600-070;ARARAS;27;Base Bignotto;SP;52.713.072/0001-80;ALLIANCE ASSIST ADMINISTRADORA DE PLANOS;20;ALLIANCE ASSIST FUNE;ALLIANCE ASSIST ADMINISTRADORA DE PLANOS;(19) 3541-2320;begnami@begnami.com;IUB;ISENTO;4083;RUA TIRADENTES;CENTRO;3503307;19 98732-0886
13490-019;CORDEIROPOLIS;13;Base Bignotto;SP;56.968.836/0001-39;CONSONI SERVICOS FUNERARIOS DE CORDEIROP;20;CONSONI ASSISTENCIA;CONSONI SERVICOS FUNERARIOS DE CORDEIROP;(19) 3547-6100;luisoctavio@consonifunerais.com.br;IUB;ISENTO;4085;RUA;CENTRO;3512407;
06501-055;SANTANA DE PARNAIBA;1;Base Bignotto;SP;54.387.791/0001-83;ALJ PLANO DE ASSISTENCIA FUNERARIA LTDA;20;ALJ FUNERARIA;ALJ PLANO DE ASSISTENCIA FUNERARIA LTDA;(11) 3696-8490;alj.funeraria@gmail.com;IUB;ISENTO;4088;R PADRE GUILHERME POMPEU;VILA SANTA EDWIGES;3547304;11 98298-9478
31210-780;BELO HORIZONTE;82;Base Bignotto;MG;51.121.020/0001-51;FUNERARIA ASSISTENCIAL PAZ E LUZ LTDA;20;FUNERARIA PAZ E LUZ;FUNERARIA ASSISTENCIAL PAZ E LUZ LTDA;031 4101-0959;anaedavy2013@gmail.com;IUB;ISENTO;4090;RUA FORMIGA;LAGOINHA;3106200;
30150-281;BELO HORIZONTE;391;Base Bignotto;MG;34.979.581/0001-77;ASSUNCAO REMOCOES E TRANSLADO LTDA;20;ASSUNCAO REMOCOES E;ASSUNCAO REMOÇÕES;031 99306-6222;contabilidadeamorim@uol.com.br;IUB;ISENTO;4091;AVENIDA BERNARDO MONTEIRO;SANTA EFIGENIA;3106200;
08765-020;MOGI DAS CRUZES;10;Base Bignotto;SP;15.268.951/0001-13;CLEYTON YUKIO CANUTO FUGIMOTO;20;ASSISTENCIA FUNERARI;CLEYTON YUKIO CANUTO FUGIMOTO;(11) 3023-4042;cleitonycanuto@gmail.com;IUB;454.761.235.111;4093;RUA VIRGINIA EUGENIA G. AUERBACH;TAIACUPEBA;3530607;
14240-000;CAJURU;571;Base Bignotto;SP;05.938.455/0001-76;FUNERARIA BOM SENHOR LTDA;20;FUNERARIA CAJURU;FUNERARIA BOM SENHOR LTDA;16 3667-0569;veronica@contabilidadeussi.com.br;IUB;243.067.368.116;4097;RUA BARAO RIBEIRO BARBOSA;CENTRO;3509403;16 99173-2832
06783-230;TABOAO DA SERRA;1124;Base Bignotto;SP;53.942.144/0001-23;FUNERARIA POPULAR ASSISTENCIAL LTDA;20;FUNERARIA POPULAR AS;FUNERARIA POPULAR ASSISTENCIAL LTDA;(11) 4558-6955;funerariapopularassistencial25@gmail.com;IUB;675597082114;4105;ESTRADA TENENTE JOSE MARIA DA CUNHA;JARDIM RECORD;3552809;11 96630-2906
13453-882;SAO PAULO;195;Base Bignotto;SP;47.875.837/0001-48;FENIX COMERCIO E SERVICOS LTDA;20;FENIX COMERCIO E SER;FENIX COMERCIO E SERVICOS LTDA;(19) 9481-6840;contato@fenixpav.com.br;IUB;606387161110;4109;RUA GERALDO PEREIRA DE BRITO;JOIAS DE SANTA BARBA;3550308;
37150-000;CARMO DO RIO CLARO;610;Base Bignotto;MG;27.630.446/0045-77;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;GRUPO ZELO;COMPANHIA BRASILEIRA DE SERVICOS FUNERARIOS LTDA;035 3314-8000;faleconosco@grupozelo.com;IUB;ISENTO;4111;RUA PEDRO FARIA;JARDIM AMERICA;3114402;
35568-000;CORREGO FUNDO;50;Base Bignotto;MG;27.167.087/0001-42;ALVORADA CREMACOES & SERVICOS FUNERARIOS;20;MEMORIAL ALVORADA;ALVORADA CREMACOES & SERVICOS FUNERARIOS;037 3321-6777;remocoesbeautylife@gmail.com;IUB;ISENTO;4126;RODOVIA;ZONA RURAL;3119955;037 99927-9578
23810-505;ITAGUAI;66;Base Bignotto;RJ;14.089.829/0001-17;TIAGO P. DOS REIS FUNERARIA LTDA;20;CENTRAL PAX FUNERARI;TIAGO P. DOS REIS FUNERARIA LTDA;021 3952-6643;centralpaxassistencia@gmail.com;IUB;15120550;4128;AVENIDA NILO PECANHA;CENTRO;3302007;
01528-020;SAO PAULO;199;Base Bignotto;SP;46.431.804/0001-46;VELATTUS ASSISTENCIA FUNERARIA LTDA;20;RURAL FACILITY - CON;VELATTUS ASSISTENCIA FUNERARIA LTDA;(11) 3539-5741;simetrocontabil@yahoo.com.br;IUB;ISENTO;4130;RUA TTE AZEVEDO;ACLIMACAO;3550308;
26041-190;NOVA IGUACU;99;Base Bignotto;RJ;28.669.786/0006-68;FUNERARIA SAO SALVADOR LTDA;20;SAO SALVADOR;FUNERARIA SAO SALVADOR LTDA;021 2767-1268;funerariasaosalvador@hotmail.com;IUB;ISENTO;4132;RUA SOROCABA;CENTRO;3303500;
13188-160;HORTOLANDIA;175;Base Bignotto;SP;52.509.447/0001-94;52.509.447 MARY ANA VIEIRA POMPEU;20;52.509.447 MARY ANA;52.509.447 MARY ANA VIEIRA POMPEU;(19) 9283-5496;paraisoassistenciafamiliar@gmail.com;IUB;748.579.690.117;4135;AVENIDA TARSILA DO AMARAL;JARDIM AMANDA II;3519071;19 99106-3179
02279-060;SAO PAULO;978;Base Bignotto;SP;28.988.730/0001-61;HTC DISTRIBUIDORA DE MOVEIS HOSPITALARES;20;;HTC DISTRIBUIDORA DE MOVEIS HOSPITALARES;(11) 3895-8773;comercial.htcmoveis@gmail.com;IUB;131.166.505.118;4138;RUA LOPES DA COSTA;CHACARA SAO JOAO;3550308;
28909-550;CABO FRIO;128;Base Bignotto;RJ;45.491.947/0001-80;CASA FUNERARIA SAO FRANCISCO DE PAULA LT;20;FUNERARIA SAO FRANCI;FUNERARIA SAO FRANCISCO DE PAULA;(22) 9704-6053;mvaz1950@gmail.com;IUB;ISENTO;4146;RUA MANOEL JOSE DE CARVALHO;SAO CRISTOVAO;3300704;
36574-164;VICOSA;5;Base Bignotto;MG;50.967.006/0001-00;50.967.006 VANIA SANTOS DO CARMO;20;50.967.006 VANIA SAN;50.967.006 VANIA SANTOS DO CARMO;(31) 9824-1422;funerariasantacasadevicosa@gmail.com;IUB;0046348850048;4154;RUA ELISA MARIA DA SILVA;VALE DO SOL;3171303;
74015-908;GOIANIA;;Base Bignotto;GO;49.446.417/0001-71;UNIVERSAL COMPANY;20;UNIVERSAL COMPANY;UNIVERSAL COMPANY LTDA;(62)98627-7660;;IUB;20.007.030-4;4162;AVENIDA PORTUGAL,N1148 QUADRA29/LOTE1E;ST MARISTA;5208707;
06766-360;TABOAO DA SERRA;;Base Bignotto;SP;58.008.561/0001-17;SAUDADES FLORES LTDA;20;SAUDADES FLORES LTDA;SAUDADES FLORES;(11)99688-0022;adm.conceptos@terra.com.br;IUB;675.630.257.110;4164;AV LAURITA ORTEGA MARI-831/ TABOAO DA SERRA;VILA DAS OLIVEIRAS;3552809;(11)3005-1149
13140-311;PAULINIA;225;Base Bignotto;SP;36.098.373/0001-94;ORGANIZACAO SOCIAL DE LUTO SALLES VEDOVE;20;FUNERARIA SALLES VED;ORGANIZACAO SOCIAL DE LUTO SALLES VEDOVE;(19) 3884-1002;vedovello5@terra.com.br;IUB;513.148.326.113;4168;RUA NOSSA SENHORA DA CONCEICAO;NOVA PAULINIA;3536505;
06411-200;BARUERI;281;Base Bignotto;SP;19.281.761/0001-97;MFJP SERVICOS E COMERCIO LTDA;20;MFJP SERVICOS E COME;MFJP SERVICOS E COMERCIO LTDA;(11) 4326-3803;contato.mfjp@outlook.com;IUB;206.390.577.110;4181;RUA MARCELINA CHALUPE;VILA BOA VISTA;3505708;(11)99684-8580
35930-196;JOAO MONLEVADE;299;Base Bignotto;MG;08.896.333/0001-52;FUNERARIA PAX MONLEVADE LTDA;20;FUNERARIA MONLEVADE;FUNERARIA PAX MONLEVADE LTDA;;conexcel@planetarium.com.br;IUB;ISENTO;4182;RUA DO ANDRADE;JOSE ELOI;3136207;
23890-001;SEROPEDICA;209;Base Bignotto;RJ;05.629.182/0001-88;FUNERARIA SANTA CASA DE SEROPEDICA;20;FUNERARIA SANTA CASA;FUNERARIA SANTA CASA DE SEROPEDICA;(21)993268866;funerariasantacasaseropedica@gmail.com;IUB;77539930;4186;AV MIN. FERNANDO COSTA;FAZENDA CAXIAS;3305554;
26325-281;QUEIMADOS;474;Base Bignotto;RJ;10.520.844/0001-17;FUNERARIA E CAPELA JARDIM DE QUEIMADOS;20;CAPELA JARDIM DE QUE;FUNERARIA E CAPELA DE QUEIMADOS;;santacasadequeimados@hotmail.com;IUB;12.158.75-0;4187;RUA VEREADOR MARINHO HEMETERIO DE OLIVEIRA -;QUEIMADOS;3304144;(21)970215215
25850-000;PARAIBA DO SUL;138;Base Bignotto;RJ;27.299.759/0001-73;CASA FUNERARIA LYRIO;20;CASA FUNERARIA LYRIO;CASA FUNERARIA LYRIO;(24)98118-0650;;IUB;80.783.46-9;4193;RUA TIRADENTES;CENTRO;3303708;
33125-620;SANTA LUZIA;75;Base Bignotto;MG;24.340.365/0001-23;24.340.365 WEVERTON LOPES DA CUNHA;20;24.340.365 WEVERTON;24.340.365 WEVERTON LOPES DA CUNHA;(31) 8224-3721;dmcontabilidadedigital@gmail.com;IUB;0027192260010;4194;RUA ARAGUACEMA;SAO COSME DE BAIXO (;3157807;
24110-256;NITEROI;426;Base Bignotto;RJ;31.302.342/0001-90;FLORES DA CAMELIA DE NITEROI E SERV FUN;20;FLORES DA CAMELIA DE;FLORES DA CAMELIA DE NITEROI E SERVICOS FUNERARIOS LTDA;;funerariafloresdacamelia@gmail.com;IUB;77.882.35-9;4197;RUA GENERAL CASTRIOTO -;NITEROI;3303302;
35400-476;OURO PRETO;480;Base Bignotto;MG;02.533.816/0001-06;ML SERVICOS CONGENERES FUNERARIOS BOM PA;20;SERVICO FUNERARIO BO;ML SERVICOS CONGENERES FUNERARIOS BOM PA;(31) 3553-1771;contferr@contferr.com.br;IUB;ISENTO;4198;RUA BOA ESPERANCA;NOSSA SENHORA DO CAR;3146107;
06311-001;CARAPICUIBA;2370;Base Bignotto;SP;59.340.897/0001-45;FLORICULTURA FENIX LTDA;20;FLORICULTURA FENIX;FLORICULTURA FENIX LTDA;(11) 4303-1760;contato@contduarte.com.br;IUB;255.827.752.118;4199;AVENIDA RUI BARBOSA;VILA SANTA TEREZINHA;3510609;
29931-345;SAO MATEUS;2771;Base Bignotto;ES;27.630.446/0143-78;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;COMPANHIA BRASILEIRA;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;(31) 3314-8000;faleconosco@grupozelo.com;IUB;ISENTO;4204;AVENIDA JOSE TOZZI;BOA VISTA;3204906;
29707-011;COLATINA;;Base Bignotto;ES;27.630.446/0267-08;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;20;COMPANHIA BRASILEIRA;COMPANHIA BRASILEIRA DE SERVICOS FUNERAR;(31) 3314-8000;faleconosco@grupozelo.com;IUB;ISENTO;4205;RUA DAS ACACIAS, S/N;FAZENDA VITALI;3201506;
28941-364;SAO PEDRO DA ALDEIA;169;Base Bignotto;RJ;60.181.178/0001-08;DANIEL SANTOS COSTA FUNERARIA LTDA;20;ALEM DA VIDA;DANIEL SANTOS COSTA FUNERARIA LTDA;(22)99763-4507;thiagocostafilho30@gmail.com;IUB;15.421.60-6;4214;R SAO SEBASTIAO;FLUMINENSE;3305208;(22) 9889-5272
15990-635;MATAO;750;Base Bignotto;SP;01.710.668/0001-95;FUNERARIA MARCELO ALEMAO LTDA;20;FUNERARIA MARCELO AL;FUNERARIA MARCELO ALEMAO LTDA;(16) 3382-3295;funerariaalemao@process.com.br;IUB;441.036.699.119;4215;AVENIDA SETE DE SETEMBRO;CENTRO;3529302;16997826919
23934-005;ANGRA DOS REIS;58;Base Bignotto;RJ;51.281.652/0001-82;FUNERARIA VERDE MAR GOUVEA LTDA;20;FUNERARIA VERDE MAR;FUNERARIA VERDE MAR GOUVEA LTDA;(24)974045240;gouveacigano@gmail.com;IUB;12.915.56-0;4217;R PREFEITO JOAO GREGORIO GALINDO;JAPUIBA;3300100;(24) 33656165
35452-046;ITABIRITO;128;Base Bignotto;MG;45.880.162/0001-08;FUNERARIA PAX DE ITABIRITO LTDA;20;FUNERARIA PAX DE ITA;FUNERARIA PAX DE ITABIRITO LTDA;(31) 9745-5881;contabilidadehelenicemaia@gmail.com;IUB;ISENTO;4218;RUA SETE DE SETEMBRO;BOA VIAGEM;3131901;
06602-370;JANDIRA;75;Base Bignotto;SP;52.158.922/0001-25;PAX BRASIL SERVICOS FUNERARIOS LTDA;20;PAX BRASIL FUNERARIA;PAX BRASIL SERVICOS FUNERARIOS LTDA;(11) 6838-5580;resedaimperio@gmail.com;IUB;398.268.339.116;4221;R NICOLAU MAYEVSKY;JARDIM LINDOMAR;3525003;11 96276-6979
14315-222;BATATAIS;161;Base Bignotto;SP;61.132.997/0001-28;REDE UNIPAZ ESTANCIAS LTDA;20;REDE UNIPAZ ASSISTEN;REDE UNIPAZ ESTANCIAS LTDA;(62) 9479-2505;contatounipaz2012@gmail.com;IUB;208.183.700.117;4222;AVENIDA JULIO CESAR SAQUETO DA COSTA.;POTREIRO;3505906;
07400-470;ARUJA;165;Base Bignotto;SP;17.585.025/0001-05;P.R. GERLACH FUNERARIA;20;PREVENTVIDA ASSISTEN;P.R. GERLACH FUNERARIA;(41) 9629-9709;paularoseane@hotmail.com;IUB;isento;4223;RUA SIQUEIRA CAMPOS;JARDIM RINCAO;3503901;
15900-013;TAQUARITINGA;103;Base Bignotto;SP;54.717.421/0001-67;54.717.421 ISMAEL AMANCIO CAETANO;20;54.717.421 ISMAEL AM;54.717.421 ISMAEL AMANCIO CAETANO;(16)98175-2583;ismaelcaetano7@gmail.com;IUB;684.168.696.110;4235;RUA GENERAL OSORIO;CENTRO;3553708;
13360-000;CAPIVARI;879;Base Bignotto;SP;08.321.867/0001-50;BURCKARTE & ZOCCA FUNERARIA LTDA;20;FUNERARIA SAO JOAO;BURCKARTE & ZOCCA FUNERARIA LTDA;(19) 3491-1022;orgstarita@orgstarita.com.br;IUB;ISENTO;4237;PRACA LUIZA MANZATTO FORTI;PARQUE RESIDENCIAL S;3510401;
72874-101;VALPARAISO DE GOIAS;;Base Bignotto;GO;03.336.941/0002-70;FUNERARIA APOCALIPSE LTDA;20;FUNERARIA BOA ESPERA;FUNERARIA APOCALIPSE LTDA;(61) 3615-1105;financeiroboaesperanca0@gmail.com;IUB;ISENTO;4274;ALAMEDA SANTA MARIA, SN;PARQUE ESPLANADA V;5221858;
09340-440;MAUA;90;Base Bignotto;SP;53.274.781/0001-79;GENESIS NEGOCIOS E SERVICOS LTDA;20;GENESIS NEGOCIOS E S;GENESIS NEGOCIOS E SERVICOS LTDA;11 4717 3297;triagem@copanabc.com.br;IUB;442.717.398-117;4278;RUA CATANDUVA;JARDIM PEDROSO;3529401;
70296-530;BRASILIA;413;Base Bignotto;DF;60.567.461/0001-72;DISTRITAL SERVICOS FUNERARIOS;20;DISTRITAL SERVICOS F;DISTRITAL SERVICOS FUNERARIOS LTDA;(61)7403-9879;funerariadodistritofederal@hotmail.com;IUB;0838969700111;4281;Q SHCS CL QUADRA;ASA SUL;5300108;
01404-000;SAO PAULO;129;Base Bignotto;SP;60.048.097/0001-34;CONDOMINIO EDIFICIO PAULISTA FLAT II;20;CONDOMINIO EDIFICIO;CONDOMINIO EDIFICIO PAULISTA FLAT II;;;IUB;ISENTO;4285;ALAMEDA CAMPINAS;JARDIM PAULISTA;3550308;
12350-000;IGARATA;250;Base Bignotto;SP;15.390.539/0001-71;IRMA CLISEIDE DE SOUZA LTDA;20;SERENITY ASSISTENCIA;IRMA CLISEIDE DE SOUZA LTDA;(12) 3951-1166;wlcontabilidadejac@terra.com.br;IUB;350.007.224.111;4365;RUA EUCLIDES PRIANTI CHAVES;CENTRO;3520202;11 91862-5539
29165-680;SERRA;31;Base Bignotto;ES;17.118.060/0001-06;DYR SERVICOS FUNERARIOS LTDA;20;FUNERARIA SANTA URSU;DYR SERVICOS FUNERARIOS LTDA;(27) 999704680;funerariasantaursula@yahoo.com.br;IUB;082.913.20-0;4398;AVENIDA ELDES SCHERRER SOUZA;PARQUE RESIDENCIAL L;3205002;
88064-002;FLORIANOPOLIS;4350;Base Bignotto;SC;49.845.950/0001-06;MAICON TEODORO DOS SANTOS DA SILVA;20;MAICON TEODORO DOS;MAICON TEODORO DOS SANTOS DA SILVA;;;IUB;ISENTO;4463;RODOVIA BALDICEO FILOMENO;RIBERIRAO DA ILHA;4205407;
65938-000;RIBAMAR FIQUENE;500;Base Bignotto;MA;58.820.463/0001-80;L P INDUSTRIA E COMERCIO DE URNAS LTDA;20;L P URNAS;L P INDUSTRIA E COMERCIO DE URNAS LTDA;(99) 8828-8959;urnaslp@gmail.com;IUB;128873558;4526;RUA TOCANTINS;CENTRO;2109551;
26530-190;NILOPOLIS;51;Base Bignotto;RJ;48.447.766/0001-45;FUNERARIA J R LTDA;20;FUNERARIA FLORESCER;FUNERARIA J R LTDA;(21) 7551-6759;jorgepauloriopax@gmail.com;IUB;ISENTO;4535;RUA JOAQUINA DE ALBUQUERQUE;NOVA CIDADE;3303203;
06541-038;SANTANA DE PARNAIBA;4384;Base Bignotto;SP;63.243.319/0001-68;FJ ASSISTENCIA FUNERARIA LTDA;20;FJ ASSISTENCIA FUNER;FJ ASSISTENCIA FUNERARIA;(11) 8627-2375;contabilidadereale@gmail.com;IUB;623.377.969.111;4541;AV YOJIRO TAKAOKA;ALPHAVILLE;3547304;11 95815-9799
13190-090;MONTE MOR;400;Base Bignotto;SP;56.260.326/0001-02;EMPRESA FUNERARIA MONTE MOR LTDA;20;EMPRESA FUNERARIA MO;EMPRESA FUNERARIA MONTE MOR LTDA;(19)3879-2600;financeiro@planogrupounidas.com.br;IUB;ISENTO;4613;RUA SALOMAO HADAD BARUQUE;CENTRO;3531803;
24110-256;NITEROI;344;Base Bignotto;RJ;57.503.700/0001-16;ASSISTENCIA FUNERARIA SAFIR NITEROI LTDA;20;ASSISTENCIA FUNERARI;ASSISTENCIA FUNERARIA SAFIR NITEROI LTDA;(21)98692-4890;sandro-bacellar@hotmail.com;IUB;15.225.42-4;4662;R GENERAL CASTRIOTO;BARRETO;3303302;
